IR,RED,Heart Rate,Respiration Rate,SPO2
217047,228008,,,
216791,227981,,,
217053,227988,,,
216787,228063,,,
217016,228091,,,
216885,228124,,,
216977,228152,,,
216903,228229,,,
216954,228244,,,
216915,228310,,,
216951,228341,,,
217019,228361,,,
216951,228485,,,
217066,228437,,,
216964,228550,,,
217009,228683,,,
217164,228622,,,
216919,228712,,,
217043,228683,,,
217200,228774,,,
217016,228863,,,
217074,228851,,,
217240,228949,,,
217070,229030,,,
217141,229029,,,
217258,229117,,,
217118,229189,,,
217199,229235,,,
217379,229283,,,
217261,229354,,,
217256,229536,,,
217424,229459,,,
217297,229528,,,
217279,229610,,,
217426,229382,,,
217218,229219,,,
217184,229075,,,
217247,228968,,,
217083,228894,,,
217056,228791,,,
217131,228775,,,
216939,228756,,,
217001,228683,,,
217000,228630,,,
216886,228703,,,
217054,228685,,,
216959,228779,,,
217068,228783,,,
216990,228829,,,
217060,228811,,,
216933,228819,,,
217036,228812,,,
216964,228858,,,
217051,228861,,,
216974,228851,,,
217026,228932,,,
216903,228954,,,
217023,228987,,,
217047,229017,,,
217001,229055,,,
217145,229136,,,
216987,229153,,,
217075,229207,,,
217041,229243,,,
217055,229419,,,
217215,229322,,,
217018,229383,,,
217085,229415,,,
217226,229435,,,
217074,229522,,,
217132,229678,,,
217305,229597,,,
217206,229665,,,
217165,229822,,,
217346,229705,,,
217197,229818,,,
217222,229983,,,
217394,229913,,,
217229,229986,,,
217300,229977,,,
217374,230059,,,
217288,230053,,,
217346,230147,,,
217386,230125,,,
217276,229998,,,
217292,229899,,,
217238,229753,,,
217126,229626,,,
217150,229522,,,
217093,229430,,,
217006,229404,,,
217095,229337,,,
217001,229253,,,
216939,229220,,,
217026,229170,,,
216831,229187,,,
216954,229192,,,
216889,229240,,,
216963,229246,,,
216917,229266,,,
216935,229249,,,
216835,229264,,,
216927,229254,,,
216848,229295,,,
216921,229273,,,
216855,229304,,,
216888,229283,,,
217036,229363,,,
216843,229437,,,
216996,229415,,,
216847,229443,,,
216947,229503,,,
216931,229528,,,
216899,229672,,,
217081,229583,,,
216907,229660,,,
216969,229650,,,
217051,229715,,,
216895,229779,,,
216993,229746,,,
217129,229837,,,
216988,229894,,,
217020,230042,,,
217208,229987,,,
217023,230028,,,
217063,230052,,,
217240,230110,,,
217023,230176,,,
217109,230175,,,
217265,230236,,,
217110,230316,,,
217155,230473,,,
217324,230365,,,
217240,230441,,,
217182,230533,,,
217293,230291,,,
217157,230151,,,
217059,229945,,,
217163,229860,,,
216906,229760,,,
216916,229598,,,
216990,229558,,,
216811,229481,,,
216831,229353,,,
216771,229292,,,
216692,229151,,,
216760,229134,,,
216688,229177,,,
216754,229140,,,
216703,229208,,,
216740,229171,,,
216677,229178,,,
216717,229161,,,
216644,229172,,,
216711,229158,,,
216623,229171,,,
216724,229156,,,
216712,229152,,,
216700,229210,,,
216860,229264,,,
216690,229322,,,
216834,229286,,,
216728,229325,,,
216769,229363,,,
216774,229339,,,
216761,229508,,,
216896,229453,,,
216736,229505,,,
216804,229545,,,
216963,229561,,,
216859,229608,,,
216844,229766,,,
217006,229687,,,
216854,229745,,,
216890,229720,,,
217038,229816,,,
216862,229892,,,
216927,229873,,,
217104,229962,,,
216905,230022,,,
216989,230184,,,
217157,230089,,,
216985,230179,,,
217054,230167,,,
217224,230253,,,
217055,230337,,,
217113,230304,,,
217234,230311,,,
217059,230198,,,
217063,230003,,,
217015,229812,,,
216890,229583,,,
216866,229480,,,
216778,229352,,,
216678,229193,,,
216688,229014,,,
216650,228898,,,
216566,228805,,,
216549,228689,,,
216577,228670,,,
216558,228655,,,
216575,228670,,,
216564,228672,,,
216586,228672,,,
216549,228653,,,
216585,228638,,,
216554,228622,,,
216582,228628,,,
216553,228633,,,
216728,228678,,,
216520,228734,,,
216695,228682,,,
216566,228668,,,
216634,228755,,,
216575,228800,,,
216616,228750,,,
216717,228831,,,
216642,228869,,,
216686,228895,,,
216683,228931,,,
216669,228944,,,
216759,228974,,,
216712,229006,,,
216753,229100,,,
216855,229125,,,
216752,229069,,,
216821,229211,,,
216885,229258,,,
216815,229258,,,
216825,229331,,,
216911,229371,,,
216863,229395,,,
216855,229433,,,
216942,229503,,,
216942,229582,,,
216934,229585,,,
217006,229641,,,
217039,229717,,,
216958,229741,,,
217056,229800,,,
217037,229781,,,
216963,229557,,,
216962,229411,,,
216920,229215,,,
216789,229004,,,
216739,228774,,,
216690,228614,,,
216591,228462,,,
216550,228263,,,
216498,228155,,,
216412,228039,,,
216455,227946,,,
216372,227932,,,
216445,227928,,,
216354,227944,,,
216448,227946,,,
216315,227950,,,
216447,227924,,,
216301,227919,,,
216435,227888,,,
216377,227875,,,
216418,227902,,,
216492,227894,,,
216343,228053,,,
216564,227974,,,
216408,228011,,,
216535,227987,,,
216469,228110,,,
216522,228117,,,
216589,228184,,,
216516,228231,,,
216650,228215,,,
216599,228278,,,
216597,228354,,,
216723,228278,,,
216680,228401,,,
216646,228494,,,
216783,228490,,,
216710,228510,,,
216749,228631,,,
216859,228623,,,
216766,228700,,,
216798,228783,,,
216922,228828,,,
216839,228818,,,
216882,228910,,,
216949,228978,,,
216889,228951,,,
216924,229042,,,
217037,229148,,,
216979,229106,,,
217015,229225,,,
217078,229288,,,
217031,229324,,,
216987,229239,,,
217034,229075,,,
216939,228850,,,
216794,228524,,,
216766,228300,,,
216650,228080,,,
216555,227856,,,
216577,227737,,,
216475,227593,,,
216413,227454,,,
216434,227315,,,
216405,227240,,,
216398,227223,,,
216408,227235,,,
216428,227270,,,
216456,227289,,,
216451,227258,,,
216468,227238,,,
216450,227256,,,
216507,227241,,,
216452,227272,,,
216646,227317,,,
216453,227386,,,
216601,227348,,,
216503,227417,,,
216595,227450,,,
216542,227478,,,
216609,227454,,,
216754,227559,,,
216638,227577,,,
216722,227673,,,
216698,227680,,,
216710,227865,,,
216898,227792,,,
216747,227879,,,
216820,227857,,,
216999,227957,,,
216814,228051,,,
216885,228206,,,
217076,228110,,,
216965,228197,,,
216947,228376,,,
217124,228294,,,
217050,228376,,,
217036,228513,,,
217181,228476,,,
217095,228541,,,
217141,228655,,,
217234,228691,,,
217180,228693,,,
217191,228804,,,
217276,228869,,,
217229,228803,,,
217223,228774,,,
217248,228567,,,
217127,228256,,,
217000,228027,,,
216977,227741,,,
216806,227484,,,
216789,227367,,,
216757,227190,,,
216660,227004,,,
216611,226903,,,
216665,226771,,,
216497,226721,,,
216583,226722,,,
216493,226780,,,
216621,226790,,,
216543,226821,,,
216654,226804,,,
216532,226808,,,
216654,226798,,,
216565,226832,,,
216676,226828,,,
216647,226865,,,
216673,226846,,,
216859,226970,,,
216691,227045,,,
216871,227056,,,
216774,227051,,,
216822,227164,,,
216831,227211,,,
216842,227280,,,
217027,227329,,,
216855,227344,,,
216954,227445,,,
216935,227479,,,
216935,227504,,,
217005,227602,,,
217009,227687,,,
216973,227748,,,
217074,227788,,,
217083,227899,,,
217045,227861,,,
217144,227973,,,
217164,228072,,,
217132,228160,,,
217208,228188,,,
217250,228253,,,
217199,228351,,,
217266,228347,,,
217348,228449,,,
217222,228531,,,
217319,228534,,,
217486,228662,,,
217377,228723,,,
217399,228865,,,
217533,228652,,,
217349,228452,,,
217228,228254,,,
217286,227820,,,
217048,227544,,,
216930,227396,,,
217009,227039,,,
216878,226905,,,
216771,226752,,,
216799,226563,,,
216645,226390,,,
216649,226318,,,
216670,226297,,,
216627,226322,,,
216756,226342,,,
216675,226368,,,
216799,226365,,,
216698,226355,,,
216831,226336,,,
216693,226357,,,
216869,226440,,,
216678,226515,,,
216872,226511,,,
216770,226517,,,
216824,226632,,,
216760,226696,,,
216859,226716,,,
216902,226794,,,
216874,226958,,,
217054,226893,,,
216897,226950,,,
216988,227025,,,
217020,227018,,,
216991,227217,,,
217164,227194,,,
217090,227262,,,
217046,227436,,,
217220,227355,,,
217141,227477,,,
217124,227640,,,
217306,227566,,,
217228,227690,,,
217204,227866,,,
217378,227775,,,
217325,227883,,,
217286,228028,,,
217422,228035,,,
217357,228068,,,
217410,228148,,,
217444,228259,,,
217430,228228,,,
217453,228387,,,
217531,228431,,,
217474,228292,,,
217448,228170,,,
217367,227853,,,
217186,227523,,,
217031,227198,,,
217036,226976,,,
216941,226752,,,
216810,226527,,,
216884,226382,,,
216735,226131,,,
216670,226028,,,
216705,225927,,,
216614,225900,,,
216710,225930,,,
216650,225967,,,
216732,226021,,,
216697,226025,,,
216771,226035,,,
216718,226001,,,
216780,226022,,,
216729,226088,,,
216798,226136,,,
216746,226154,,,
216812,226222,,,
216898,226230,,,
216844,226428,,,
217019,226389,,,
216907,226462,,,
217001,226514,,,
216881,226607,,,
216982,226631,,,
217030,226712,,,
217003,226740,,,
217076,226829,,,
217050,226839,,,
217101,227014,,,
217164,226943,,,
217151,227087,,,
217141,227226,,,
217278,227261,,,
217219,227265,,,
217249,227383,,,
217332,227464,,,
217237,227510,,,
217285,227652,,,
217448,227627,,,
217351,227717,,,
217367,227848,,,
217489,227904,,,
217401,227903,,,
217471,228038,,,
217525,228098,,,
217488,228139,,,
217430,228029,,,
217439,227833,,,
217294,227504,,,
217130,227123,,,
217088,226844,,,
216973,226585,,,
216850,226373,,,
216838,226128,,,
216832,225945,,,
216685,225807,,,
216677,225606,,,
216687,225531,,,
216631,225513,,,
216724,225545,,,
216664,225595,,,
216806,225607,,,
216705,225618,,,
216885,225620,,,
216683,225627,,,
216892,225656,,,
216710,225830,,,
216885,225779,,,
216763,225820,,,
216853,225811,,,
216770,225971,,,
216876,226010,,,
216872,226072,,,
216903,226138,,,
216963,226211,,,
216899,226258,,,
217028,226351,,,
216982,226387,,,
216993,226436,,,
217171,226538,,,
216959,226624,,,
217080,226621,,,
217222,226732,,,
217093,226825,,,
217143,226824,,,
217326,226948,,,
217112,227051,,,
217221,227049,,,
217336,227171,,,
217170,227264,,,
217290,227321,,,
217453,227370,,,
217342,227465,,,
217341,227653,,,
217541,227579,,,
217459,227614,,,
217377,227604,,,
217451,227188,,,
217236,226878,,,
217099,226638,,,
217104,226231,,,
216912,225956,,,
216857,225789,,,
216829,225581,,,
216692,225360,,,
216684,225282,,,
216714,225181,,,
216584,225214,,,
216702,225204,,,
216650,225317,,,
216773,225314,,,
216695,225339,,,
216762,225324,,,
216709,225400,,,
216810,225359,,,
216695,225385,,,
216771,225394,,,
216750,225511,,,
216821,225542,,,
216813,225627,,,
216813,225659,,,
217006,225749,,,
216826,225880,,,
217009,225888,,,
216867,225981,,,
216972,226012,,,
217030,226083,,,
217003,226192,,,
217110,226195,,,
217051,226272,,,
217087,226416,,,
217184,226379,,,
217147,226501,,,
217091,226677,,,
217280,226581,,,
217208,226727,,,
217182,226876,,,
217343,226857,,,
217279,226914,,,
217306,227084,,,
217429,227124,,,
217349,227120,,,
217424,227234,,,
217454,227175,,,
217338,226892,,,
217242,226629,,,
217151,226246,,,
216977,225905,,,
216840,225515,,,
216803,225298,,,
216730,225119,,,
216603,224873,,,
216591,224688,,,
216537,224580,,,
216401,224580,,,
216629,224499,,,
216412,224643,,,
216661,224635,,,
216480,224732,,,
216714,224681,,,
216548,224756,,,
216741,224712,,,
216541,224782,,,
216747,224790,,,
216619,224806,,,
216731,224805,,,
216649,224988,,,
216758,225005,,,
216723,225107,,,
216784,225120,,,
216955,225235,,,
216784,225309,,,
216919,225361,,,
216837,225456,,,
216864,225624,,,
217060,225594,,,
216935,225647,,,
216974,225747,,,
217008,225817,,,
216948,225916,,,
217064,225975,,,
217109,226061,,,
217052,226099,,,
217151,226206,,,
217167,226293,,,
217146,226398,,,
217204,226401,,,
217345,226527,,,
217178,226618,,,
217272,226684,,,
217425,226744,,,
217311,226860,,,
217342,226989,,,
217493,226878,,,
217318,226708,,,
217260,226506,,,
217284,225943,,,
217041,225617,,,
216860,225406,,,
216907,224954,,,
216702,224731,,,
216610,224479,,,
216654,224304,,,
216454,224119,,,
216436,223945,,,
216560,223895,,,
216416,223957,,,
216576,224022,,,
216499,224083,,,
216656,224118,,,
216485,224153,,,
216699,224181,,,
216472,224185,,,
216731,224218,,,
216572,224333,,,
216726,224412,,,
216627,224474,,,
216726,224512,,,
216653,224631,,,
216732,224697,,,
216706,224789,,,
216751,224805,,,
216881,224935,,,
216773,224977,,,
216868,225074,,,
216849,225131,,,
216872,225334,,,
217036,225293,,,
216835,225406,,,
216949,225411,,,
217085,225566,,,
216948,225619,,,
217056,225681,,,
217139,225783,,,
217050,225818,,,
217149,225937,,,
217143,226045,,,
217148,226066,,,
217231,226174,,,
217242,226267,,,
217226,226304,,,
217322,226405,,,
217331,226505,,,
217300,226574,,,
217400,226649,,,
217436,226660,,,
217320,226484,,,
217335,226190,,,
217165,225749,,,
217003,225430,,,
216952,225116,,,
216821,224823,,,
216721,224615,,,
216751,224357,,,
216612,224146,,,
216558,224024,,,
216601,223858,,,
216418,223835,,,
216496,223850,,,
216456,223942,,,
216557,224020,,,
216478,224066,,,
216593,224086,,,
216504,224119,,,
216604,224132,,,
216542,224186,,,
216639,224242,,,
216590,224287,,,
216682,224354,,,
216789,224362,,,
216645,224623,,,
216890,224595,,,
216763,224657,,,
216856,224666,,,
216823,224812,,,
216862,224850,,,
217033,224939,,,
216884,224978,,,
216948,225087,,,
216948,225181,,,
216908,225193,,,
217031,225324,,,
217065,225444,,,
217012,225485,,,
217107,225576,,,
217136,225682,,,
217092,225724,,,
217191,225835,,,
217202,225925,,,
217163,225992,,,
217285,226053,,,
217309,226142,,,
217239,226232,,,
217318,226291,,,
217371,226390,,,
217351,226484,,,
217410,226531,,,
217502,226605,,,
217380,226560,,,
217388,226304,,,
217434,225944,,,
217135,225563,,,
217020,225324,,,
217064,224880,,,
216758,224660,,,
216761,224386,,,
216749,224204,,,
216576,224040,,,
216597,223858,,,
216608,223781,,,
216557,223784,,,
216574,223856,,,
216605,223938,,,
216621,223983,,,
216654,224018,,,
216653,224025,,,
216688,224031,,,
216676,224100,,,
216686,224077,,,
216858,224190,,,
216669,224323,,,
216877,224290,,,
216742,224340,,,
216825,224459,,,
216743,224553,,,
216877,224585,,,
216882,224618,,,
216872,224825,,,
217051,224827,,,
216900,224915,,,
216990,224946,,,
217046,225043,,,
216990,225102,,,
217084,225176,,,
217088,225223,,,
217154,225364,,,
217212,225431,,,
217196,225519,,,
217184,225705,,,
217337,225645,,,
217213,225764,,,
217240,225953,,,
217434,225862,,,
217288,225988,,,
217317,226200,,,
217498,226145,,,
217338,226247,,,
217423,226261,,,
217537,226368,,,
217392,226278,,,
217375,226017,,,
217323,225683,,,
217095,225310,,,
217015,224867,,,
217054,224632,,,
216758,224392,,,
216740,224114,,,
216727,223943,,,
216517,223794,,,
216544,223600,,,
216697,223515,,,
216473,223529,,,
216712,223617,,,
216538,223727,,,
216766,223709,,,
216567,223735,,,
216768,223756,,,
216586,223828,,,
216821,223843,,,
216604,224036,,,
216832,224002,,,
216682,224027,,,
216775,224142,,,
216680,224228,,,
216826,224282,,,
216805,224365,,,
216832,224375,,,
216986,224518,,,
216878,224578,,,
216949,224665,,,
216916,224673,,,
216960,224848,,,
217072,224829,,,
217029,224959,,,
217008,225141,,,
217182,225099,,,
217135,225204,,,
217104,225396,,,
217278,225323,,,
217186,225477,,,
217180,225619,,,
217358,225627,,,
217253,225693,,,
217315,225818,,,
217395,225888,,,
217319,225909,,,
217392,226057,,,
217468,226118,,,
217399,226113,,,
217437,226263,,,
217506,226356,,,
217477,226373,,,
217487,226384,,,
217513,226208,,,
217350,225791,,,
217220,225452,,,
217140,225037,,,
216963,224688,,,
216799,224305,,,
216748,224093,,,
216664,223852,,,
216539,223631,,,
216510,223407,,,
216485,223254,,,
216367,223231,,,
216508,223210,,,
216408,223334,,,
216589,223336,,,
216423,223445,,,
216591,223408,,,
216464,223486,,,
216605,223444,,,
216501,223547,,,
216636,223558,,,
216556,223618,,,
216629,223727,,,
216589,223762,,,
216657,223853,,,
216755,223860,,,
216654,224104,,,
216861,224112,,,
216715,224179,,,
216816,224265,,,
216769,224315,,,
216828,224528,,,
217003,224480,,,
216787,224588,,,
216889,224595,,,
217065,224721,,,
216937,224821,,,
216958,225022,,,
217151,224953,,,
217062,225078,,,
217041,225291,,,
217238,225252,,,
217160,225343,,,
217132,225551,,,
217341,225477,,,
217233,225581,,,
217206,225774,,,
217386,225746,,,
217294,225830,,,
217319,225959,,,
217448,225969,,,
217391,226062,,,
217429,226231,,,
217524,226237,,,
217443,226098,,,
217359,225918,,,
217286,225536,,,
217147,225132,,,
216938,224699,,,
216868,224367,,,
216709,224073,,,
216613,223803,,,
216600,223568,,,
216478,223377,,,
216381,223153,,,
216414,222959,,,
216370,222953,,,
216410,222984,,,
216374,223152,,,
216442,223199,,,
216453,223255,,,
216499,223270,,,
216424,223316,,,
216513,223312,,,
216382,223413,,,
216544,223422,,,
216564,223461,,,
216543,223587,,,
216742,223698,,,
216601,223795,,,
216721,223847,,,
216646,223897,,,
216737,224015,,,
216745,224047,,,
216739,224247,,,
216897,224237,,,
216761,224358,,,
216810,224410,,,
216988,224505,,,
216869,224603,,,
216889,224766,,,
217063,224762,,,
216968,224839,,,
216964,225039,,,
217167,224985,,,
217070,225122,,,
217095,225272,,,
217252,225259,,,
217209,225382,,,
217199,225511,,,
217293,225557,,,
217243,225585,,,
217282,225731,,,
217354,225800,,,
217281,225849,,,
217374,226020,,,
217433,226059,,,
217391,225982,,,
217360,225875,,,
217331,225513,,,
217120,225098,,,
217009,224769,,,
216907,224377,,,
216707,223991,,,
216634,223781,,,
216623,223613,,,
216465,223341,,,
216445,223226,,,
216447,223111,,,
216298,223079,,,
216398,223136,,,
216354,223228,,,
216469,223282,,,
216412,223316,,,
216485,223306,,,
216466,223350,,,
216504,223379,,,
216416,223436,,,
216525,223471,,,
216568,223489,,,
216541,223743,,,
216723,223704,,,
216594,223794,,,
216683,223823,,,
216632,223960,,,
216703,224019,,,
216738,224127,,,
216698,224227,,,
216839,224252,,,
216765,224368,,,
216810,224545,,,
216964,224478,,,
216879,224588,,,
216857,224772,,,
217050,224758,,,
216975,224816,,,
216985,224998,,,
217095,225050,,,
217019,225069,,,
217085,225252,,,
217206,225250,,,
217145,225359,,,
217167,225486,,,
217270,225554,,,
217179,225564,,,
217206,225709,,,
217301,225816,,,
217281,225848,,,
217270,225945,,,
217401,225914,,,
217261,225655,,,
217161,225308,,,
217047,224890,,,
216874,224481,,,
216688,224032,,,
216638,223771,,,
216526,223542,,,
216380,223278,,,
216379,223071,,,
216294,222908,,,
216137,222858,,,
216354,222761,,,
216133,222890,,,
216432,222909,,,
216209,223033,,,
216439,222986,,,
216232,223092,,,
216446,223027,,,
216203,223115,,,
216456,223079,,,
216332,223132,,,
216412,223153,,,
216373,223308,,,
216441,223362,,,
216458,223432,,,
216446,223460,,,
216634,223601,,,
216487,223731,,,
216641,223684,,,
216537,223849,,,
216581,223918,,,
216751,223993,,,
216572,224086,,,
216630,224100,,,
216814,224199,,,
216688,224311,,,
216726,224498,,,
216914,224466,,,
216696,224580,,,
216814,224630,,,
216972,224732,,,
216861,224828,,,
216887,225004,,,
217074,224931,,,
216986,225087,,,
216963,225204,,,
217130,225211,,,
217050,225269,,,
217043,225479,,,
217211,225372,,,
217123,225518,,,
217153,225656,,,
217246,225648,,,
217141,225433,,,
217064,225151,,,
216955,224716,,,
216752,224231,,,
216601,223857,,,
216512,223503,,,
216363,223216,,,
216196,222898,,,
216192,222699,,,
216076,222482,,,
215980,222287,,,
216003,222140,,,
215974,222118,,,
216015,222208,,,
215941,222295,,,
216069,222335,,,
216055,222386,,,
216090,222407,,,
216070,222477,,,
216111,222485,,,
216010,222595,,,
216143,222644,,,
216147,222681,,,
216149,222810,,,
216329,222890,,,
216173,222995,,,
216327,223033,,,
216248,223096,,,
216337,223236,,,
216326,223258,,,
216326,223466,,,
216509,223436,,,
216345,223569,,,
216421,223604,,,
216514,223722,,,
216404,223814,,,
216509,223828,,,
216693,223979,,,
216541,224094,,,
216604,224302,,,
216787,224265,,,
216668,224388,,,
216705,224566,,,
216885,224551,,,
216728,224673,,,
216783,224849,,,
216993,224768,,,
216862,224909,,,
216886,225052,,,
217041,225079,,,
216960,225171,,,
216970,225332,,,
217120,225323,,,
217014,225425,,,
217073,225394,,,
217103,225142,,,
216868,224662,,,
216733,224258,,,
216607,223840,,,
216400,223423,,,
216247,223085,,,
216206,222856,,,
216115,222606,,,
215971,222383,,,
215984,222178,,,
215848,222073,,,
215895,222017,,,
215867,222088,,,
215935,222163,,,
215939,222239,,,
215996,222298,,,
215993,222311,,,
216016,222333,,,
216019,222392,,,
216021,222422,,,
216070,222450,,,
216022,222682,,,
216226,222660,,,
216089,222757,,,
216214,222811,,,
216156,222895,,,
216238,222985,,,
216220,223034,,,
216232,223223,,,
216398,223206,,,
216257,223321,,,
216326,223375,,,
216438,223476,,,
216323,223529,,,
216424,223654,,,
216434,223741,,,
216433,223817,,,
216518,223916,,,
216533,224003,,,
216479,224044,,,
216623,224184,,,
216617,224280,,,
216601,224362,,,
216694,224450,,,
216709,224535,,,
216696,224571,,,
216805,224695,,,
216791,224798,,,
216791,224880,,,
216860,224959,,,
216912,225041,,,
216846,225090,,,
216879,224903,,,
216900,224601,,,
216536,224207,,,
216476,223680,,,
216478,223344,,,
216138,223047,,,
216100,222756,,,
216192,222511,,,
215961,222290,,,
215856,222213,,,
215961,221940,,,
215817,221933,,,
215850,221985,,,
215818,222140,,,
215933,222191,,,
215940,222245,,,
215975,222263,,,
215910,222300,,,
215988,222279,,,
215928,222331,,,
216014,222437,,,
215951,222496,,,
216052,222583,,,
216089,222624,,,
216074,222882,,,
216261,222851,,,
216138,222933,,,
216246,222970,,,
216172,223107,,,
216230,223154,,,
216313,223277,,,
216244,223316,,,
216340,223426,,,
216348,223434,,,
216411,223624,,,
216484,223616,,,
216412,223744,,,
216471,223904,,,
216586,223959,,,
216558,224008,,,
216604,224155,,,
216657,224263,,,
216621,224264,,,
216671,224414,,,
216738,224494,,,
216717,224570,,,
216698,224633,,,
216792,224744,,,
216796,224867,,,
216775,224961,,,
216861,224993,,,
216919,225071,,,
216821,225023,,,
216819,224673,,,
216778,224293,,,
216416,223855,,,
216325,223397,,,
216341,222953,,,
216095,222664,,,
215965,222484,,,
216018,222076,,,
215831,221907,,,
215734,221821,,,
215841,221607,,,
215581,221649,,,
215824,221633,,,
215605,221799,,,
215919,221797,,,
215655,221938,,,
215947,221849,,,
215678,221988,,,
215967,221909,,,
215738,222006,,,
215929,222029,,,
215811,222062,,,
215897,222210,,,
215836,222269,,,
215954,222361,,,
215973,222443,,,
215989,222516,,,
216160,222613,,,
215987,222629,,,
216103,222776,,,
216124,222797,,,
216092,223006,,,
216273,223014,,,
216177,223122,,,
216188,223289,,,
216375,223232,,,
216250,223374,,,
216280,223576,,,
216459,223502,,,
216377,223643,,,
216384,223864,,,
216581,223801,,,
216451,223908,,,
216483,224033,,,
216660,224076,,,
216500,224180,,,
216569,224208,,,
216681,224351,,,
216582,224487,,,
216704,224549,,,
216755,224602,,,
216655,224578,,,
216673,224308,,,
216534,223906,,,
216288,223391,,,
216222,222984,,,
216061,222604,,,
215878,222259,,,
215877,222027,,,
215762,221751,,,
215687,221572,,,
215675,221345,,,
215534,221267,,,
215565,221248,,,
215483,221315,,,
215620,221377,,,
215602,221510,,,
215685,221561,,,
215647,221588,,,
215717,221626,,,
215674,221700,,,
215738,221752,,,
215663,221839,,,
215786,221896,,,
215790,221974,,,
215815,222077,,,
215988,222185,,,
215850,222310,,,
216004,222356,,,
215871,222484,,,
215986,222560,,,
216063,222666,,,
216014,222744,,,
216142,222836,,,
216097,222922,,,
216116,223146,,,
216278,223080,,,
216207,223233,,,
216219,223453,,,
216428,223391,,,
216289,223551,,,
216327,223625,,,
216512,223721,,,
216385,223834,,,
216422,224025,,,
216604,223947,,,
216539,224090,,,
216506,224282,,,
216695,224277,,,
216616,224404,,,
216598,224600,,,
216814,224511,,,
216711,224476,,,
216608,224261,,,
216568,223796,,,
216299,223287,,,
216176,222969,,,
216102,222593,,,
215877,222233,,,
215849,222065,,,
215805,221857,,,
215648,221577,,,
215591,221482,,,
215598,221394,,,
215535,221418,,,
215629,221494,,,
215582,221606,,,
215672,221683,,,
215661,221688,,,
215709,221729,,,
215671,221749,,,
215739,221796,,,
215703,221924,,,
215787,221981,,,
215788,222043,,,
215793,222107,,,
215963,222164,,,
215826,222448,,,
216048,222421,,,
215881,222510,,,
216022,222622,,,
215991,222649,,,
215989,222881,,,
216192,222875,,,
216076,222969,,,
216112,223151,,,
216295,223110,,,
216215,223241,,,
216207,223431,,,
216378,223392,,,
216275,223528,,,
216298,223754,,,
216490,223682,,,
216383,223804,,,
216377,223880,,,
216589,223988,,,
216446,224085,,,
216519,224159,,,
216590,224262,,,
216476,224374,,,
216608,224308,,,
216559,224119,,,
216411,223768,,,
216311,223316,,,
216141,222928,,,
215966,222585,,,
215911,222283,,,
215810,222002,,,
215653,221778,,,
215675,221647,,,
215591,221471,,,
215447,221401,,,
215704,221429,,,
215449,221622,,,
215779,221603,,,
215539,221765,,,
215783,221695,,,
215574,221804,,,
215797,221748,,,
215569,221885,,,
215873,221846,,,
215680,221968,,,
215839,221970,,,
215733,222062,,,
215870,222074,,,
215795,222266,,,
215903,222337,,,
215915,222417,,,
215914,222646,,,
216098,222592,,,
215950,222691,,,
216062,222771,,,
216106,222829,,,
216056,223009,,,
216221,223031,,,
216102,223151,,,
216165,223211,,,
216318,223300,,,
216160,223423,,,
216269,223420,,,
216400,223568,,,
216302,223609,,,
216358,223760,,,
216414,223868,,,
216403,223937,,,
216496,224051,,,
216502,224102,,,
216494,224176,,,
216564,224015,,,
216394,223636,,,
216297,223262,,,
216165,222798,,,
215922,222356,,,
215762,222100,,,
215790,221744,,,
215589,221511,,,
215515,221346,,,
215549,221047,,,
215420,220928,,,
215360,220839,,,
215421,220868,,,
215380,220957,,,
215517,221052,,,
215435,221106,,,
215571,221136,,,
215466,221145,,,
215615,221174,,,
215463,221284,,,
215697,221355,,,
215509,221484,,,
215695,221514,,,
215566,221532,,,
215674,221700,,,
215584,221810,,,
215729,221870,,,
215776,221900,,,
215741,222115,,,
215898,222111,,,
215837,222245,,,
215834,222450,,,
216035,222407,,,
215869,222537,,,
215935,222533,,,
216102,222669,,,
215978,222784,,,
216039,222882,,,
216215,222954,,,
216067,223048,,,
216113,223256,,,
216308,223197,,,
216150,223317,,,
216187,223399,,,
216381,223450,,,
216308,223545,,,
216285,223704,,,
216447,223547,,,
216283,223399,,,
216169,223184,,,
216160,222605,,,
215896,222184,,,
215692,221908,,,
215722,221437,,,
215483,221180,,,
215344,220998,,,
215422,220642,,,
215249,220492,,,
215131,220434,,,
215248,220342,,,
215086,220412,,,
215280,220476,,,
215200,220612,,,
215382,220637,,,
215235,220727,,,
215391,220724,,,
215289,220778,,,
215404,220852,,,
215350,220875,,,
215423,221010,,,
215331,221116,,,
215480,221192,,,
215525,221251,,,
215501,221362,,,
215714,221503,,,
215497,221638,,,
215739,221621,,,
215630,221791,,,
215658,222022,,,
215865,221961,,,
215701,222047,,,
215789,222151,,,
215817,222264,,,
215818,222318,,,
215923,222441,,,
215912,222566,,,
215896,222602,,,
216022,222761,,,
216058,222873,,,
216020,222939,,,
216128,223060,,,
216155,223191,,,
216124,223224,,,
216241,223366,,,
216267,223451,,,
216211,223428,,,
216203,223176,,,
216118,222803,,,
215895,222399,,,
215790,222024,,,
215672,221716,,,
215492,221460,,,
215446,221189,,,
215519,221019,,,
215270,220872,,,
215250,220735,,,
215352,220677,,,
215213,220732,,,
215312,220830,,,
215302,220958,,,
215407,221028,,,
215370,221109,,,
215435,221149,,,
215432,221193,,,
215483,221247,,,
215446,221319,,,
215537,221418,,,
