X,Y,Z
0.02,-0.02,0.5
0.02,-0.02,0.5
0.02,-0.02,0.5
0.02,-0.02,0.5
0.02,-0.02,0.5
0.02,-0.02,0.5
0.02,-0.02,0.5
0.03,-0.02,0.76
0.03,-0.02,0.76
0.03,-0.02,0.76
0.03,-0.02,0.76
0.03,-0.02,0.76
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.03,0.99
0.04,-0.04,0.99
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.03,-0.04,1
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.05,-0.03,1.01
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.08,-0.03,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.06,-0.04,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.06,-0.03,0.99
0.04,-0.05,0.99
0.04,-0.05,0.99
0.04,-0.05,0.99
0.04,-0.05,0.99
0.04,-0.05,0.99
0.04,-0.05,0.99
0.04,-0.05,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.03,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.04,0.99
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.03,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
0.04,-0.04,1
