RED1,IR1,RED2,IR2,RED3,IR3,RED4,IR4
4328,4659,90128,109142,262143,262143,262143,262143
4336,4671,90086,109106,262143,262143,262143,262143
4361,4680,90031,109054,262143,262143,262143,262143
4355,4687,90031,109000,262143,262143,262143,262143
4378,4692,89943,108935,262143,262143,262143,262143
4374,4672,89942,108826,262143,262143,262143,262143
4357,4672,89905,108800,262143,262143,262143,262143
4371,4680,89815,108625,262143,262143,262143,262143
4347,4657,89720,108535,262143,262143,262143,262143
4341,4643,89692,108594,262143,262143,262143,262143
4338,4637,89739,108514,262143,262143,262143,262143
4312,4631,89668,108416,262143,262143,262143,262143
4327,4629,89595,108370,262143,262143,262143,262143
4335,4624,89577,108321,262143,262143,262143,262143
4321,4591,89547,108342,262143,262143,262143,262143
4295,4601,89555,108367,262143,262143,262143,262143
4296,4590,89660,108637,262143,262143,262143,262143
4301,4620,89820,108535,262143,262143,262143,262143
4313,4598,89597,108119,262143,262143,262143,262143
4313,4578,89342,108257,262143,262143,262143,262143
4281,4566,89734,108770,262143,262143,262143,262143
4269,4557,89885,108859,262143,262143,262143,262143
4269,4538,89894,108849,262143,262143,262143,262143
4259,4521,89924,108945,262143,262143,262143,262143
4278,4522,89973,109058,262143,262143,262143,262143
4236,4523,90033,109182,262143,262143,262143,262143
4260,4536,90117,109333,262143,262143,262143,262143
4261,4580,90185,109356,262143,262143,262143,262143
4295,4593,90225,109466,262143,262143,262143,262143
4301,4598,90277,109486,262143,262143,262143,262143
4305,4582,90275,109512,262143,262143,262143,262143
4299,4599,90261,109543,262143,262143,262143,262143
4292,4598,90273,109489,262143,262143,262143,262143
4312,4621,90238,109462,262143,262143,262143,262143
4325,4619,90199,109396,262143,262143,262143,262143
4313,4605,90151,109337,262143,262143,262143,262143
4313,4596,90207,109560,262143,262143,262143,262143
4302,4609,90291,109437,262143,262143,262143,262143
4305,4571,90179,109313,262143,262143,262143,262143
4262,4529,90152,109321,262143,262143,262143,262143
4237,4503,90140,109321,262143,262143,262143,262143
4234,4483,90135,109308,262143,262143,262143,262143
4214,4450,90117,109325,262143,262143,262143,262143
4207,4413,90139,109284,262143,262143,262143,262143
4176,4386,90145,109320,262143,262143,262143,262143
4156,4379,90174,109331,262143,262143,262143,262143
4167,4442,90140,109298,262143,262143,262143,262143
4213,4467,90115,109284,262143,262143,262143,262143
4243,4537,90130,109356,262143,262143,262143,262143
4292,4574,90185,109351,262143,262143,262143,262143
4284,4602,90181,109394,262143,262143,262143,262143
4292,4621,90180,109359,262143,262143,262143,262143
4306,4619,90169,109416,262143,262143,262143,262143
4321,4598,90198,109452,262143,262143,262143,262143
4307,4625,90210,109365,262143,262143,262143,262143
4296,4572,90156,109343,262143,262143,262143,262143
4287,4597,90156,109274,262143,262143,262143,262143
4314,4624,90113,109243,262143,262143,262143,262143
4325,4632,90122,109316,262143,262143,262143,262143
4335,4640,90163,109271,262143,262143,262143,262143
4323,4644,90105,109203,262143,262143,262143,262143
4315,4640,90084,109174,262143,262143,262143,262143
4328,4611,90050,109113,262143,262143,262143,262143
4331,4630,89973,109068,262143,262143,262143,262143
4313,4628,89974,109047,262143,262143,262143,262143
4310,4610,89966,108954,262143,262143,262143,262143
4320,4625,89951,108949,262143,262143,262143,262143
4312,4620,89919,108874,262143,262143,262143,262143
4318,4622,89893,108907,262143,262143,262143,262143
4321,4628,89953,109025,262143,262143,262143,262143
4320,4607,90035,109156,262143,262143,262143,262143
4305,4613,90173,109321,262143,262143,262143,262143
4308,4607,90171,109228,262143,262143,262143,262143
4300,4615,90086,109144,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4318,4628,90154,109218,262143,262143,262143,262143
4312,4586,90140,109244,262143,262143,262143,262143
4307,4620,90153,109259,262143,262143,262143,262143
4319,4608,90139,109277,262143,262143,262143,262143
4289,4612,90158,109347,262143,262143,262143,262143
4309,4596,90204,109331,262143,262143,262143,262143
4303,4602,90182,109345,262143,262143,262143,262143
4314,4601,90188,109360,262143,262143,262143,262143
4297,4623,90183,109365,262143,262143,262143,262143
4310,4610,90187,109360,262143,262143,262143,262143
4301,4604,90185,109310,262143,262143,262143,262143
4298,4574,90131,109269,262143,262143,262143,262143
4283,4588,90163,109357,262143,262143,262143,262143
4307,4598,90184,109409,262143,262143,262143,262143
4305,4588,90197,109428,262143,262143,262143,262143
4293,4593,90227,109488,262143,262143,262143,262143
4297,4599,90233,109418,262143,262143,262143,262143
4303,4592,90205,109441,262143,262143,262143,262143
4296,4598,90232,109444,262143,262143,262143,262143
4286,4591,90211,109456,262143,262143,262143,262143
4290,4583,90220,109503,262143,262143,262143,262143
4295,4598,90227,109468,262143,262143,262143,262143
4305,4580,90247,109493,262143,262143,262143,262143
4298,4592,90265,109579,262143,262143,262143,262143
4287,4575,90297,109618,262143,262143,262143,262143
4282,4585,90326,109722,262143,262143,262143,262143
4301,4575,90340,109748,262143,262143,262143,262143
4286,4578,90366,109733,262143,262143,262143,262143
4286,4574,90371,109784,262143,262143,262143,262143
4278,4581,90416,109819,262143,262143,262143,262143
4301,4596,90426,109838,262143,262143,262143,262143
4297,4587,90455,110010,262143,262143,262143,262143
4297,4576,90699,110476,262143,262143,262143,262143
4286,4582,90822,110543,262143,262143,262143,262143
4293,4579,90930,110680,262143,262143,262143,262143
4291,4581,91048,111098,262143,262143,262143,262143
4300,4589,91226,111220,262143,262143,262143,262143
4284,4599,91279,111195,262143,262143,262143,262143
4302,4601,91280,111291,262143,262143,262143,262143
4305,4622,91440,111945,262143,262143,262143,262143
4308,4594,91786,112478,262143,262143,262143,262143
4296,4604,92031,112764,262143,262143,262143,262143
4301,4593,92142,112663,262143,262143,262143,262143
4291,4610,92181,113128,262143,262143,262143,262143
4297,4594,92613,114008,262143,262143,262143,262143
4281,4586,92869,113553,262143,262143,262143,262143
4279,4580,92622,114114,262143,262143,262143,262143
4279,4586,93424,116214,262143,262143,262143,262143
4303,4602,94901,116807,262143,262143,262143,262143
4294,4586,94619,116828,262143,262143,262143,262143
4284,4585,94847,116863,262143,262143,262143,262143
4279,4574,94660,116256,262143,262143,262143,262143
4290,4587,94192,115939,262143,262143,262143,262143
4297,4566,94178,115953,262143,262143,262143,262143
4278,4580,94207,115966,262143,262143,262143,262143
4281,4567,94149,116033,262143,262143,262143,262143
4279,4578,94444,117102,262143,262143,262143,262143
4286,4570,95231,117542,262143,262143,262143,262143
4290,4570,95107,116935,262143,262143,262143,262143
4277,4548,94672,116033,262143,262143,262143,262143
4286,4558,94077,115245,262143,262143,262143,262143
4262,4553,93854,115354,262143,262143,262143,262143
4267,4554,93925,115338,262143,262143,262143,262143
4262,4547,93966,115499,262143,262143,262143,262143
4258,4548,94015,115492,262143,262143,262143,262143
4276,4541,93933,115414,262143,262143,262143,262143
4264,4554,93891,115420,262143,262143,262143,262143
4284,4525,93885,115231,262143,262143,262143,262143
4256,4551,93779,115039,262143,262143,262143,262143
4269,4549,93676,114938,262143,262143,262143,262143
4262,4557,93675,114985,262143,262143,262143,262143
4271,4547,93571,114699,262143,262143,262143,262143
4270,4547,93476,114671,262143,262143,262143,262143
4261,4541,93463,114500,262143,262143,262143,262143
4264,4553,93395,114668,262143,262143,262143,262143
4275,4547,93484,114729,262143,262143,262143,262143
4270,4548,93445,114679,262143,262143,262143,262143
4285,4545,93403,114590,262143,262143,262143,262143
4261,4535,93357,114554,262143,262143,262143,262143
4256,4528,93325,114664,262143,262143,262143,262143
4255,4518,93393,114789,262143,262143,262143,262143
4253,4537,93511,114882,262143,262143,262143,262143
4270,4536,93444,114680,262143,262143,262143,262143
4254,4540,93338,114601,262143,262143,262143,262143
4255,4530,93342,114768,262143,262143,262143,262143
4253,4534,93360,114564,262143,262143,262143,262143
4248,4509,93208,114274,262143,262143,262143,262143
4234,4518,93156,114345,262143,262143,262143,262143
4249,4518,93126,114300,262143,262143,262143,262143
4242,4517,93121,114338,262143,262143,262143,262143
4237,4502,93131,114356,262143,262143,262143,262143
4235,4524,93119,114231,262143,262143,262143,262143
4237,4514,92995,114104,262143,262143,262143,262143
4230,4510,93022,114293,262143,262143,262143,262143
4250,4502,93078,114379,262143,262143,262143,262143
4235,4482,93081,114308,262143,262143,262143,262143
4220,4492,92990,114228,262143,262143,262143,262143
4234,4500,92992,114227,262143,262143,262143,262143
4250,4495,92968,114174,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4232,4460,92886,114220,262143,262143,262143,262143
4217,4458,92966,114427,262143,262143,262143,262143
4216,4449,92992,114302,262143,262143,262143,262143
4200,4418,92943,114252,262143,262143,262143,262143
4184,4395,92916,114309,262143,262143,262143,262143
4169,4368,92913,114262,262143,262143,262143,262143
4160,4360,92887,114276,262143,262143,262143,262143
4132,4332,92844,114067,262143,262143,262143,262143
4119,4337,92768,114039,262143,262143,262143,262143
4122,4312,92771,114181,262143,262143,262143,262143
4095,4318,92827,114298,262143,262143,262143,262143
4102,4278,92861,114387,262143,262143,262143,262143
4087,4285,92897,114522,262143,262143,262143,262143
4081,4260,92936,114486,262143,262143,262143,262143
4058,4239,92924,114505,262143,262143,262143,262143
4079,4245,92930,114463,262143,262143,262143,262143
4071,4293,92891,114455,262143,262143,262143,262143
4103,4298,92894,114410,262143,262143,262143,262143
4103,4315,92847,114313,262143,262143,262143,262143
4110,4344,92821,114241,262143,262143,262143,262143
4125,4339,92778,114179,262143,262143,262143,262143
4140,4343,92722,114068,262143,262143,262143,262143
4123,4353,92632,113889,262143,262143,262143,262143
4136,4370,92593,113819,262143,262143,262143,262143
4145,4395,92565,113851,262143,262143,262143,262143
4161,4392,92564,113799,262143,262143,262143,262143
4138,4355,92522,113756,262143,262143,262143,262143
4141,4351,92496,113715,262143,262143,262143,262143
4107,4343,92432,113605,262143,262143,262143,262143
4136,4341,92412,113546,262143,262143,262143,262143
4125,4336,92366,113487,262143,262143,262143,262143
4126,4368,92326,113328,262143,262143,262143,262143
4122,4361,92251,113256,262143,262143,262143,262143
4138,4381,92225,113314,262143,262143,262143,262143
4157,4380,92231,113211,262143,262143,262143,262143
4139,4388,92209,113169,262143,262143,262143,262143
4149,4367,92180,113147,262143,262143,262143,262143
4124,4358,92182,113121,262143,262143,262143,262143
4135,4344,92156,113176,262143,262143,262143,262143
4109,4327,92226,113338,262143,262143,262143,262143
4103,4299,92275,113355,262143,262143,262143,262143
4079,4265,92291,113333,262143,262143,262143,262143
4092,4302,92297,113375,262143,262143,262143,262143
4100,4351,92298,113366,262143,262143,262143,262143
4147,4369,92283,113313,262143,262143,262143,262143
4134,4374,92264,113200,262143,262143,262143,262143
4144,4363,92213,113123,262143,262143,262143,262143
4122,4327,92223,113143,262143,262143,262143,262143
4134,4352,92173,112982,262143,262143,262143,262143
4137,4374,92106,112760,262143,262143,262143,262143
4146,4357,92008,112686,262143,262143,262143,262143
4139,4361,91934,112540,262143,262143,262143,262143
4133,4336,91917,112568,262143,262143,262143,262143
4105,4332,91903,112387,262143,262143,262143,262143
4132,4350,91817,112359,262143,262143,262143,262143
4139,4359,91805,112387,262143,262143,262143,262143
4148,4380,91816,112451,262143,262143,262143,262143
4148,4364,91846,112393,262143,262143,262143,262143
4158,4364,91830,112372,262143,262143,262143,262143
4146,4400,91821,112333,262143,262143,262143,262143
4200,4432,91819,112316,262143,262143,262143,262143
4201,4416,91804,112292,262143,262143,262143,262143
4165,4399,91793,112303,262143,262143,262143,262143
4171,4384,91789,112334,262143,262143,262143,262143
4137,4350,91916,112745,262143,262143,262143,262143
4134,4338,92050,112766,262143,262143,262143,262143
4144,4355,92059,112758,262143,262143,262143,262143
4140,4389,92035,112787,262143,262143,262143,262143
4159,4349,92068,112798,262143,262143,262143,262143
4102,4272,92071,112983,262143,262143,262143,262143
4048,4213,92213,113414,262143,262143,262143,262143
4018,4191,92329,113453,262143,262143,262143,262143
4016,4208,92358,113475,262143,262143,262143,262143
4036,4196,92375,113505,262143,262143,262143,262143
4028,4226,92372,113388,262143,262143,262143,262143
4060,4250,92324,113476,262143,262143,262143,262143
4087,4358,92376,113443,262143,262143,262143,262143
4167,4431,92314,113300,262143,262143,262143,262143
4174,4418,92243,113083,262143,262143,262143,262143
4192,4444,92171,113173,262143,262143,262143,262143
4189,4415,92201,113035,262143,262143,262143,262143
4155,4386,92174,113070,262143,262143,262143,262143
4151,4396,92182,113167,262143,262143,262143,262143
4145,4351,92233,113273,262143,262143,262143,262143
4119,4351,92264,113276,262143,262143,262143,262143
4138,4364,92281,113225,262143,262143,262143,262143
4115,4347,92244,113184,262143,262143,262143,262143
4115,4342,92223,113205,262143,262143,262143,262143
4119,4345,92222,113158,262143,262143,262143,262143
4122,4342,92195,113083,262143,262143,262143,262143
4107,4336,92167,113039,262143,262143,262143,262143
4102,4336,92156,113006,262143,262143,262143,262143
4111,4333,92129,112991,262143,262143,262143,262143
4106,4276,92122,113025,262143,262143,262143,262143
4062,4238,92153,113000,262143,262143,262143,262143
4079,4224,92131,112994,262143,262143,262143,262143
4010,4204,92126,112996,262143,262143,262143,262143
4044,4252,92115,112919,262143,262143,262143,262143
4039,4200,92061,112858,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4018,4182,92061,112896,262143,262143,262143,262143
4003,4168,92062,112817,262143,262143,262143,262143
4007,4172,91999,112662,262143,262143,262143,262143
4004,4145,91962,112578,262143,262143,262143,262143
3977,4140,91917,112496,262143,262143,262143,262143
3976,4137,91869,112426,262143,262143,262143,262143
3980,4131,91826,112389,262143,262143,262143,262143
3973,4103,91784,112207,262143,262143,262143,262143
3957,4130,91756,112144,262143,262143,262143,262143
3980,4124,91726,112113,262143,262143,262143,262143
3978,4138,91710,112148,262143,262143,262143,262143
3977,4140,91740,112148,262143,262143,262143,262143
3994,4143,91730,112153,262143,262143,262143,262143
3976,4147,91716,112058,262143,262143,262143,262143
3994,4172,91670,112021,262143,262143,262143,262143
4018,4179,91694,112021,262143,262143,262143,262143
3996,4177,91688,111985,262143,262143,262143,262143
4003,4179,91655,111973,262143,262143,262143,262143
4000,4183,91657,112013,262143,262143,262143,262143
4012,4182,91677,111936,262143,262143,262143,262143
3999,4169,91683,111912,262143,262143,262143,262143
3999,4158,91698,111975,262143,262143,262143,262143
3989,4173,91755,112117,262143,262143,262143,262143
4005,4206,91822,112256,262143,262143,262143,262143
4013,4179,91900,112315,262143,262143,262143,262143
4003,4179,91889,112230,262143,262143,262143,262143
3987,4170,91902,112297,262143,262143,262143,262143
3984,4128,91916,112332,262143,262143,262143,262143
3975,4133,91977,112426,262143,262143,262143,262143
3982,4137,91993,112410,262143,262143,262143,262143
3977,4115,91954,112208,262143,262143,262143,262143
3972,4159,91880,112109,262143,262143,262143,262143
3990,4144,91858,112071,262143,262143,262143,262143
3990,4156,91847,112032,262143,262143,262143,262143
4017,4246,91790,111960,262143,262143,262143,262143
4074,4268,91769,111883,262143,262143,262143,262143
4059,4242,91755,111824,262143,262143,262143,262143
4054,4242,91750,111844,262143,262143,262143,262143
4013,4178,91745,111771,262143,262143,262143,262143
4011,4188,91719,111752,262143,262143,262143,262143
3988,4137,91719,111746,262143,262143,262143,262143
3975,4134,91717,111672,262143,262143,262143,262143
3951,4080,91695,111647,262143,262143,262143,262143
3918,4077,91692,111679,262143,262143,262143,262143
3928,4060,91690,111659,262143,262143,262143,262143
3923,4085,91696,111677,262143,262143,262143,262143
3949,4096,91707,111718,262143,262143,262143,262143
3948,4091,91688,111627,262143,262143,262143,262143
3942,4094,91692,111671,262143,262143,262143,262143
3921,4081,91688,111678,262143,262143,262143,262143
3937,4063,91692,111645,262143,262143,262143,262143
3917,4064,91665,111641,262143,262143,262143,262143
3931,4053,91675,111563,262143,262143,262143,262143
3916,4061,91658,111529,262143,262143,262143,262143
3915,4034,91649,111498,262143,262143,262143,262143
3904,4038,91640,111454,262143,262143,262143,262143
3920,4050,91626,111413,262143,262143,262143,262143
3927,4075,91605,111344,262143,262143,262143,262143
3923,4045,91567,111232,262143,262143,262143,262143
3927,4053,91527,111219,262143,262143,262143,262143
3913,4021,91526,111189,262143,262143,262143,262143
3900,4031,91484,111153,262143,262143,262143,262143
3907,4035,91466,111116,262143,262143,262143,262143
3918,4059,91474,111044,262143,262143,262143,262143
3917,4046,91416,111009,262143,262143,262143,262143
3903,4039,91423,110979,262143,262143,262143,262143
3913,4017,91381,110896,262143,262143,262143,262143
3893,4026,91355,110800,262143,262143,262143,262143
3904,4007,91327,110858,262143,262143,262143,262143
3881,4004,91386,110939,262143,262143,262143,262143
3879,4015,91407,110976,262143,262143,262143,262143
3883,3985,91444,111014,262143,262143,262143,262143
3892,3993,91452,111035,262143,262143,262143,262143
3892,4017,91502,111139,262143,262143,262143,262143
3891,4026,91521,111211,262143,262143,262143,262143
3905,4016,91562,111175,262143,262143,262143,262143
3903,4017,91571,111220,262143,262143,262143,262143
3898,4014,91621,111303,262143,262143,262143,262143
3891,4025,91622,111309,262143,262143,262143,262143
3900,4047,91642,111222,262143,262143,262143,262143
3927,4043,91561,111130,262143,262143,262143,262143
3908,4037,91563,111050,262143,262143,262143,262143
3910,4025,91485,110996,262143,262143,262143,262143
3911,4024,91430,110835,262143,262143,262143,262143
3894,4019,91328,110686,262143,262143,262143,262143
3870,3962,91247,110645,262143,262143,262143,262143
3869,3988,91266,110652,262143,262143,262143,262143
3889,3989,91384,110904,262143,262143,262143,262143
3908,4023,91551,111194,262143,262143,262143,262143
3910,4028,91649,111271,262143,262143,262143,262143
3907,3988,91687,111323,262143,262143,262143,262143
3886,4029,91707,111322,262143,262143,262143,262143
3923,4114,91716,111330,262143,262143,262143,262143
3981,4146,91716,111308,262143,262143,262143,262143
3995,4153,91703,111288,262143,262143,262143,262143
4009,4191,91677,111246,262143,262143,262143,262143
4002,4171,91677,111289,262143,262143,262143,262143
4011,4160,91696,111227,262143,262143,262143,262143
3989,4148,91687,111231,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
3966,4133,91819,111544,262143,262143,262143,262143
3972,4106,91833,111569,262143,262143,262143,262143
3961,4116,91849,111492,262143,262143,262143,262143
3972,4106,91834,111529,262143,262143,262143,262143
3970,4120,91833,111531,262143,262143,262143,262143
3992,4176,91832,111560,262143,262143,262143,262143
4005,4175,91854,111538,262143,262143,262143,262143
4015,4156,91844,111475,262143,262143,262143,262143
3990,4140,91812,111424,262143,262143,262143,262143
3989,4130,91783,111439,262143,262143,262143,262143
3970,4252,91784,111395,262143,262143,262143,262143
4086,4272,91763,111342,262143,262143,262143,262143
4054,4205,91739,111298,262143,262143,262143,262143
4035,4232,91712,111178,262143,262143,262143,262143
4051,4243,91669,111190,262143,262143,262143,262143
4062,4220,91661,111153,262143,262143,262143,262143
4067,4285,91627,111069,262143,262143,262143,262143
4087,4303,91606,111048,262143,262143,262143,262143
4107,4361,91599,111022,262143,262143,262143,262143
4170,4413,91577,110963,262143,262143,262143,262143
4156,4400,91544,110924,262143,262143,262143,262143
4217,4482,91569,110981,262143,262143,262143,262143
4189,4441,91563,110986,262143,262143,262143,262143
4199,4404,91574,111019,262143,262143,262143,262143
4141,4388,91606,111125,262143,262143,262143,262143
4126,4263,91618,111030,262143,262143,262143,262143
4032,4153,91582,111070,262143,262143,262143,262143
4014,4258,91614,111119,262143,262143,262143,262143
4080,4272,91624,111136,262143,262143,262143,262143
4069,4254,91636,111220,262143,262143,262143,262143
4055,4245,91666,111237,262143,262143,262143,262143
4074,4272,91660,111165,262143,262143,262143,262143
4068,4257,91635,111174,262143,262143,262143,262143
4075,4269,91625,111135,262143,262143,262143,262143
4065,4260,91592,111099,262143,262143,262143,262143
4057,4251,91556,111045,262143,262143,262143,262143
4057,4231,91526,110947,262143,262143,262143,262143
4056,4252,91495,110903,262143,262143,262143,262143
4082,4272,91446,110848,262143,262143,262143,262143
4056,4266,91407,110750,262143,262143,262143,262143
4059,4231,91353,110729,262143,262143,262143,262143
4021,4217,91332,110667,262143,262143,262143,262143
4047,4239,91343,110804,262143,262143,262143,262143
4057,4254,91513,110919,262143,262143,262143,262143
4062,4235,91494,110871,262143,262143,262143,262143
4049,4225,91432,110840,262143,262143,262143,262143
4049,4223,91440,110880,262143,262143,262143,262143
4039,4270,91513,110915,262143,262143,262143,262143
4057,4246,91535,110956,262143,262143,262143,262143
4051,4231,91553,110947,262143,262143,262143,262143
4043,4223,91532,110928,262143,262143,262143,262143
4025,4204,91541,110990,262143,262143,262143,262143
4016,4161,91586,111155,262143,262143,262143,262143
3992,4193,91697,111174,262143,262143,262143,262143
4032,4180,91705,111244,262143,262143,262143,262143
4029,4176,91774,111367,262143,262143,262143,262143
4013,4163,91795,111419,262143,262143,262143,262143
3982,4152,91768,111413,262143,262143,262143,262143
3981,4128,91780,111460,262143,262143,262143,262143
3975,4155,91794,111423,262143,262143,262143,262143
4015,4186,91792,111437,262143,262143,262143,262143
4010,4177,91792,111446,262143,262143,262143,262143
4004,4156,91788,111376,262143,262143,262143,262143
3998,4145,91709,111213,262143,262143,262143,262143
3985,4124,91681,111075,262143,262143,262143,262143
3977,4143,91653,111046,262143,262143,262143,262143
3999,4137,91600,110907,262143,262143,262143,262143
3985,4141,91534,110816,262143,262143,262143,262143
3977,4117,91440,110782,262143,262143,262143,262143
3951,4098,91488,110790,262143,262143,262143,262143
3962,4118,91525,110789,262143,262143,262143,262143
3954,4103,91529,110815,262143,262143,262143,262143
3964,4094,91549,110796,262143,262143,262143,262143
3958,4084,91557,110894,262143,262143,262143,262143
3948,4092,91602,111068,262143,262143,262143,262143
3935,4085,91762,111416,262143,262143,262143,262143
3964,4083,91940,111663,262143,262143,262143,262143
3938,4062,92049,111843,262143,262143,262143,262143
3936,4054,92163,111995,262143,262143,262143,262143
3926,4030,92179,112126,262143,262143,262143,262143
3897,4017,92281,112344,262143,262143,262143,262143
3893,3996,92357,112439,262143,262143,262143,262143
3866,3976,92393,112573,262143,262143,262143,262143
3867,3963,92441,112521,262143,262143,262143,262143
3850,3949,92390,112454,262143,262143,262143,262143
3853,3929,92386,112480,262143,262143,262143,262143
3848,3960,92386,112452,262143,262143,262143,262143
3849,3930,92337,112348,262143,262143,262143,262143
3830,3954,92300,112341,262143,262143,262143,262143
3846,3936,92272,112302,262143,262143,262143,262143
3836,3927,92275,112290,262143,262143,262143,262143
3847,3930,92296,112382,262143,262143,262143,262143
3830,3927,92328,112372,262143,262143,262143,262143
3838,3919,92266,112338,262143,262143,262143,262143
3817,3928,92284,112474,262143,262143,262143,262143
3829,3913,92344,112492,262143,262143,262143,262143
3837,3952,92281,112481,262143,262143,262143,262143
3850,3944,92331,112577,262143,262143,262143,262143
3823,3922,92332,112491,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
3830,3903,92302,112440,262143,262143,262143,262143
3836,3890,92278,112492,262143,262143,262143,262143
3819,3895,92277,112485,262143,262143,262143,262143
3805,3884,92295,112502,262143,262143,262143,262143
3820,3917,92265,112450,262143,262143,262143,262143
3817,3922,92284,112468,262143,262143,262143,262143
3839,3926,92259,112480,262143,262143,262143,262143
3841,3951,92280,112600,262143,262143,262143,262143
3863,3951,92316,112704,262143,262143,262143,262143
3835,3935,92339,112743,262143,262143,262143,262143
3861,3955,92355,112666,262143,262143,262143,262143
3864,3977,92325,112735,262143,262143,262143,262143
3875,3984,92340,112754,262143,262143,262143,262143
3901,3983,92349,112698,262143,262143,262143,262143
3858,3969,92303,112659,262143,262143,262143,262143
3874,3979,92292,112624,262143,262143,262143,262143
3856,3982,92331,112775,262143,262143,262143,262143
3868,3964,92360,112760,262143,262143,262143,262143
3863,3952,92312,112656,262143,262143,262143,262143
3850,3940,92267,112621,262143,262143,262143,262143
3840,3941,92248,112552,262143,262143,262143,262143
3853,3945,92224,112517,262143,262143,262143,262143
3839,3930,92228,112528,262143,262143,262143,262143
3847,4021,92185,112436,262143,262143,262143,262143
3939,4073,92145,112383,262143,262143,262143,262143
3937,4034,92120,112378,262143,262143,262143,262143
3917,4022,92129,112268,262143,262143,262143,262143
3914,4009,92081,112308,262143,262143,262143,262143
3884,4012,92105,112327,262143,262143,262143,262143
3889,4028,92068,112307,262143,262143,262143,262143
3900,4006,92080,112337,262143,262143,262143,262143
3896,3970,92069,112352,262143,262143,262143,262143
3876,3985,92064,112265,262143,262143,262143,262143
3882,3989,92023,112204,262143,262143,262143,262143
3867,3992,92064,112285,262143,262143,262143,262143
3880,3987,92080,112312,262143,262143,262143,262143
3874,3988,92068,112316,262143,262143,262143,262143
3874,3955,92082,112316,262143,262143,262143,262143
3841,3950,92074,112310,262143,262143,262143,262143
3866,3964,92095,112321,262143,262143,262143,262143
3851,3947,92067,112242,262143,262143,262143,262143
3863,3949,92064,112221,262143,262143,262143,262143
3828,3944,92044,112148,262143,262143,262143,262143
3853,3932,92008,112088,262143,262143,262143,262143
3846,3932,91997,112091,262143,262143,262143,262143
3837,3916,91953,112023,262143,262143,262143,262143
3813,3874,91923,111915,262143,262143,262143,262143
3808,3886,91917,111962,262143,262143,262143,262143
3800,3835,91910,111896,262143,262143,262143,262143
3798,3843,91852,111813,262143,262143,262143,262143
3779,3826,91818,111744,262143,262143,262143,262143
3751,3812,91770,111674,262143,262143,262143,262143
3742,3778,91732,111641,262143,262143,262143,262143
3743,3789,91717,111664,262143,262143,262143,262143
3718,3742,91717,111606,262143,262143,262143,262143
3713,3753,91755,111677,262143,262143,262143,262143
3735,3751,91751,111696,262143,262143,262143,262143
3706,3703,91735,111660,262143,262143,262143,262143
3677,3677,91722,111648,262143,262143,262143,262143
3632,3618,91733,111702,262143,262143,262143,262143
3593,3571,91742,111654,262143,262143,262143,262143
3564,3538,91719,111636,262143,262143,262143,262143
3551,3518,91700,111617,262143,262143,262143,262143
3541,3497,91699,111589,262143,262143,262143,262143
3494,3418,91667,111519,262143,262143,262143,262143
3439,3411,91643,111515,262143,262143,262143,262143
3519,3482,91653,111464,262143,262143,262143,262143
3540,3509,91612,111415,262143,262143,262143,262143
3538,3521,91594,111356,262143,262143,262143,262143
3549,3555,91568,111289,262143,262143,262143,262143
3586,3561,91545,111259,262143,262143,262143,262143
3586,3599,91558,111264,262143,262143,262143,262143
3608,3609,91544,111330,262143,262143,262143,262143
3627,3641,91598,111392,262143,262143,262143,262143
3645,3661,91593,111372,262143,262143,262143,262143
3643,3651,91582,111305,262143,262143,262143,262143
3648,3658,91528,111261,262143,262143,262143,262143
3646,3674,91550,111250,262143,262143,262143,262143
3677,3694,91572,111356,262143,262143,262143,262143
3681,3723,91586,111282,262143,262143,262143,262143
3724,3765,91551,111271,262143,262143,262143,262143
3748,3891,91540,111331,262143,262143,262143,262143
3851,3978,91573,111383,262143,262143,262143,262143
3895,4028,91584,111346,262143,262143,262143,262143
3930,4027,91547,111387,262143,262143,262143,262143
3899,3985,91587,111355,262143,262143,262143,262143
3902,4028,91543,111362,262143,262143,262143,262143
3902,4038,91598,111434,262143,262143,262143,262143
3922,4033,91633,111446,262143,262143,262143,262143
3912,4036,91604,111362,262143,262143,262143,262143
3919,4030,91606,111505,262143,262143,262143,262143
3891,4017,91683,111677,262143,262143,262143,262143
3899,3999,91786,111759,262143,262143,262143,262143
3878,3956,91830,111864,262143,262143,262143,262143
3849,3950,91902,111937,262143,262143,262143,262143
3866,3961,91940,111982,262143,262143,262143,262143
3859,3924,91903,111865,262143,262143,262143,262143
3835,3923,91844,111797,262143,262143,262143,262143
3866,3953,91780,111725,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
3871,3974,91539,111269,262143,262143,262143,262143
3874,3978,91500,111187,262143,262143,262143,262143
3885,3990,91436,111117,262143,262143,262143,262143
3873,3949,91378,111117,262143,262143,262143,262143
3845,3941,91419,111117,262143,262143,262143,262143
3842,3921,91427,111158,262143,262143,262143,262143
3826,3911,91449,111170,262143,262143,262143,262143
