RED1,IR1,RED2,IR2,RED3,IR3,RED4,IR4
4389,4773,89374,111885,262143,262143,262143,262143
4380,4768,89391,111960,262143,262143,262143,262143
4389,4782,89399,111992,262143,262143,262143,262143
4377,4785,89426,112033,262143,262143,262143,262143
4397,4776,89403,111911,262143,262143,262143,262143
4384,4778,89373,112062,262143,262143,262143,262143
4394,4780,89451,112164,262143,262143,262143,262143
4385,4793,89463,112103,262143,262143,262143,262143
4395,4787,89455,112091,262143,262143,262143,262143
4383,4787,89446,112117,262143,262143,262143,262143
4393,4789,89436,111984,262143,262143,262143,262143
4404,4787,89403,112037,262143,262143,262143,262143
4414,4789,89431,112024,262143,262143,262143,262143
4396,4777,89419,112042,262143,262143,262143,262143
4396,4805,89415,111980,262143,262143,262143,262143
4401,4792,89415,111874,262143,262143,262143,262143
4387,4783,89344,111755,262143,262143,262143,262143
4390,4746,89364,111806,262143,262143,262143,262143
4357,4744,89353,111832,262143,262143,262143,262143
4376,4751,89396,111977,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4382,4768,89438,112109,262143,262143,262143,262143
4388,4785,89455,112195,262143,262143,262143,262143
4395,4773,89445,112110,262143,262143,262143,262143
4398,4799,89455,112052,262143,262143,262143,262143
4394,4798,89423,112037,262143,262143,262143,262143
4393,4813,89439,111915,262143,262143,262143,262143
4401,4767,89353,111781,262143,262143,262143,262143
4383,4789,89364,111870,262143,262143,262143,262143
4417,4801,89390,111913,262143,262143,262143,262143
4386,4792,89387,111885,262143,262143,262143,262143
4401,4792,89383,111925,262143,262143,262143,262143
4404,4784,89386,111883,262143,262143,262143,262143
4390,4779,89319,111742,262143,262143,262143,262143
4399,4781,89353,111717,262143,262143,262143,262143
4395,4784,89320,111637,262143,262143,262143,262143
4389,4766,89306,111689,262143,262143,262143,262143
4389,4780,89326,111757,262143,262143,262143,262143
4394,4737,89323,111490,262143,262143,262143,262143
4382,4762,89254,111546,262143,262143,262143,262143
4378,4758,89279,111527,262143,262143,262143,262143
4382,4751,89312,111565,262143,262143,262143,262143
4388,4765,89322,111780,262143,262143,262143,262143
4384,4771,89359,111755,262143,262143,262143,262143
4382,4735,89280,111622,262143,262143,262143,262143
4373,4749,89323,111853,262143,262143,262143,262143
4368,4742,89390,111958,262143,262143,262143,262143
4376,4746,89414,111993,262143,262143,262143,262143
4378,4730,89401,111995,262143,262143,262143,262143
4374,4716,89416,111804,262143,262143,262143,262143
4366,4724,89332,111771,262143,262143,262143,262143
4364,4728,89352,111793,262143,262143,262143,262143
4372,4721,89351,111780,262143,262143,262143,262143
4364,4733,89374,111801,262143,262143,262143,262143
4367,4700,89371,111826,262143,262143,262143,262143
4364,4711,89368,111769,262143,262143,262143,262143
4379,4731,89278,111549,262143,262143,262143,262143
4389,4771,89287,111640,262143,262143,262143,262143
4382,4773,89302,111670,262143,262143,262143,262143
4382,4714,89329,111721,262143,262143,262143,262143
4362,4717,89329,111637,262143,262143,262143,262143
4356,4711,89325,111705,262143,262143,262143,262143
4349,4705,89316,111882,262143,262143,262143,262143
4351,4705,89380,112010,262143,262143,262143,262143
4366,4720,89412,112041,262143,262143,262143,262143
4357,4731,89444,111989,262143,262143,262143,262143
4372,4724,89432,111977,262143,262143,262143,262143
4365,4720,89408,111857,262143,262143,262143,262143
4361,4720,89390,111938,262143,262143,262143,262143
4362,4715,89416,111969,262143,262143,262143,262143
4358,4734,89420,111945,262143,262143,262143,262143
4360,4707,89429,111920,262143,262143,262143,262143
4374,4723,89362,111537,262143,262143,262143,262143
4353,4702,89326,111676,262143,262143,262143,262143
4373,4713,89355,111759,262143,262143,262143,262143
4357,4716,89379,111780,262143,262143,262143,262143
4373,4705,89405,111993,262143,262143,262143,262143
4354,4705,89411,111693,262143,262143,262143,262143
4344,4705,89357,111728,262143,262143,262143,262143
4364,4713,89383,111800,262143,262143,262143,262143
4367,4725,89388,111747,262143,262143,262143,262143
4364,4713,89423,111809,262143,262143,262143,262143
4335,4696,89321,111480,262143,262143,262143,262143
4354,4708,89353,111672,262143,262143,262143,262143
4350,4707,89361,111592,262143,262143,262143,262143
4363,4722,89360,111573,262143,262143,262143,262143
4352,4704,89343,111463,262143,262143,262143,262143
4349,4690,89250,111392,262143,262143,262143,262143
4343,4696,89342,111667,262143,262143,262143,262143
4369,4700,89398,111895,262143,262143,262143,262143
4330,4722,89455,111824,262143,262143,262143,262143
4350,4702,89453,111904,262143,262143,262143,262143
4338,4711,89454,111890,262143,262143,262143,262143
4368,4706,89549,112238,262143,262143,262143,262143
4357,4707,89608,112084,262143,262143,262143,262143
4379,4746,89536,111877,262143,262143,262143,262143
4352,4717,89494,111950,262143,262143,262143,262143
4365,4749,89465,111636,262143,262143,262143,262143
4355,4736,89437,111740,262143,262143,262143,262143
4375,4742,89434,111673,262143,262143,262143,262143
4367,4717,89407,111647,262143,262143,262143,262143
4360,4719,89409,111691,262143,262143,262143,262143
4350,4717,89346,111241,262143,262143,262143,262143
4371,4727,89277,111243,262143,262143,262143,262143
4362,4725,89290,111297,262143,262143,262143,262143
4362,4700,89307,111390,262143,262143,262143,262143
4357,4731,89309,111417,262143,262143,262143,262143
4357,4730,89347,111648,262143,262143,262143,262143
4362,4718,89376,111487,262143,262143,262143,262143
4361,4693,89351,111611,262143,262143,262143,262143
4351,4710,89381,111589,262143,262143,262143,262143
4359,4692,89378,111672,262143,262143,262143,262143
4351,4695,89397,111778,262143,262143,262143,262143
4354,4676,89436,111901,262143,262143,262143,262143
4349,4662,89460,111802,262143,262143,262143,262143
4349,4707,89377,111631,262143,262143,262143,262143
4357,4685,89382,111759,262143,262143,262143,262143
4345,4687,89411,111826,262143,262143,262143,262143
4344,4664,89423,111892,262143,262143,262143,262143
4363,4675,89448,112050,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4335,4692,89461,111908,262143,262143,262143,262143
4346,4690,89432,111883,262143,262143,262143,262143
4347,4697,89442,111957,262143,262143,262143,262143
4348,4706,89466,111944,262143,262143,262143,262143
4348,4705,89421,111844,262143,262143,262143,262143
4333,4695,89442,111868,262143,262143,262143,262143
4350,4695,89415,111797,262143,262143,262143,262143
4355,4702,89407,111868,262143,262143,262143,262143
4358,4704,89441,111951,262143,262143,262143,262143
4346,4705,89378,111482,262143,262143,262143,262143
4350,4695,89306,111512,262143,262143,262143,262143
4343,4693,89332,111505,262143,262143,262143,262143
4347,4689,89329,111565,262143,262143,262143,262143
4343,4710,89341,111594,262143,262143,262143,262143
4327,4705,89347,111521,262143,262143,262143,262143
4342,4710,89267,111389,262143,262143,262143,262143
4342,4685,89313,111532,262143,262143,262143,262143
4339,4697,89315,111559,262143,262143,262143,262143
4340,4694,89322,111599,262143,262143,262143,262143
4327,4686,89343,111596,262143,262143,262143,262143
4342,4695,89340,111631,262143,262143,262143,262143
4333,4694,89262,111272,262143,262143,262143,262143
4347,4683,89247,111442,262143,262143,262143,262143
4331,4681,89282,111549,262143,262143,262143,262143
4331,4685,89337,111719,262143,262143,262143,262143
4333,4675,89390,111862,262143,262143,262143,262143
4317,4676,89400,111958,262143,262143,262143,262143
4342,4680,89389,111748,262143,262143,262143,262143
4339,4682,89392,111926,262143,262143,262143,262143
4325,4664,89411,111882,262143,262143,262143,262143
4332,4665,89396,111910,262143,262143,262143,262143
4303,4674,89412,111951,262143,262143,262143,262143
4352,4656,89417,111656,262143,262143,262143,262143
4322,4660,89327,111604,262143,262143,262143,262143
4341,4651,89310,111526,262143,262143,262143,262143
4315,4645,89307,111585,262143,262143,262143,262143
4327,4657,89339,111679,262143,262143,262143,262143
4328,4650,89374,111559,262143,262143,262143,262143
4328,4638,89223,111375,262143,262143,262143,262143
4318,4626,89287,111469,262143,262143,262143,262143
4327,4634,89282,111529,262143,262143,262143,262143
4327,4618,89299,111587,262143,262143,262143,262143
4337,4645,89333,111712,262143,262143,262143,262143
4333,4640,89337,111453,262143,262143,262143,262143
4333,4629,89269,111589,262143,262143,262143,262143
4330,4610,89328,111638,262143,262143,262143,262143
4331,4620,89336,111671,262143,262143,262143,262143
4327,4625,89342,111651,262143,262143,262143,262143
4327,4633,89335,111736,262143,262143,262143,262143
4339,4639,89357,111486,262143,262143,262143,262143
4336,4614,89250,111507,262143,262143,262143,262143
4325,4611,89317,111614,262143,262143,262143,262143
4329,4625,89325,111726,262143,262143,262143,262143
4340,4625,89363,111756,262143,262143,262143,262143
4331,4648,89343,111843,262143,262143,262143,262143
4334,4646,89396,111754,262143,262143,262143,262143
4336,4624,89313,111748,262143,262143,262143,262143
4342,4618,89345,111694,262143,262143,262143,262143
4345,4616,89332,111762,262143,262143,262143,262143
4343,4627,89336,111741,262143,262143,262143,262143
4328,4641,89326,111761,262143,262143,262143,262143
4342,4636,89283,111356,262143,262143,262143,262143
4320,4616,89229,111508,262143,262143,262143,262143
4343,4615,89280,111521,262143,262143,262143,262143
4344,4590,89284,111627,262143,262143,262143,262143
4334,4606,89305,111660,262143,262143,262143,262143
4347,4630,89308,111569,262143,262143,262143,262143
4336,4626,89210,111259,262143,262143,262143,262143
4336,4603,89210,111314,262143,262143,262143,262143
4316,4604,89226,111402,262143,262143,262143,262143
4327,4586,89257,111563,262143,262143,262143,262143
4329,4604,89291,111619,262143,262143,262143,262143
4328,4630,89318,111464,262143,262143,262143,262143
4346,4627,89201,111304,262143,262143,262143,262143
4347,4619,89219,111396,262143,262143,262143,262143
4326,4597,89232,111396,262143,262143,262143,262143
4343,4592,89246,111565,262143,262143,262143,262143
4340,4619,89311,111812,262143,262143,262143,262143
4348,4601,89338,111690,262143,262143,262143,262143
4332,4620,89256,111645,262143,262143,262143,262143
4347,4593,89313,111763,262143,262143,262143,262143
4329,4606,89306,111771,262143,262143,262143,262143
4335,4604,89329,111771,262143,262143,262143,262143
4339,4606,89322,111735,262143,262143,262143,262143
4334,4613,89256,111444,262143,262143,262143,262143
4342,4615,89243,111590,262143,262143,262143,262143
4343,4580,89275,111684,262143,262143,262143,262143
4342,4593,89307,111780,262143,262143,262143,262143
4343,4585,89326,111790,262143,262143,262143,262143
4337,4600,89300,111366,262143,262143,262143,262143
4340,4587,89217,111443,262143,262143,262143,262143
4331,4606,89254,111492,262143,262143,262143,262143
4335,4581,89251,111594,262143,262143,262143,262143
4333,4595,89275,111656,262143,262143,262143,262143
4346,4587,89305,111584,262143,262143,262143,262143
4339,4601,89197,111310,262143,262143,262143,262143
4342,4607,89207,111427,262143,262143,262143,262143
4324,4572,89222,111424,262143,262143,262143,262143
4355,4581,89260,111517,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4338,4581,89304,111504,262143,262143,262143,262143
4337,4577,89186,111403,262143,262143,262143,262143
4342,4567,89227,111515,262143,262143,262143,262143
4352,4585,89244,111642,262143,262143,262143,262143
4339,4588,89292,111745,262143,262143,262143,262143
4347,4600,89327,111897,262143,262143,262143,262143
4356,4585,89324,111681,262143,262143,262143,262143
4340,4593,89294,111793,262143,262143,262143,262143
4353,4581,89292,111734,262143,262143,262143,262143
4343,4596,89310,111834,262143,262143,262143,262143
4350,4574,89340,111928,262143,262143,262143,262143
4354,4564,89340,111645,262143,262143,262143,262143
4341,4555,89254,111690,262143,262143,262143,262143
4337,4573,89279,111601,262143,262143,262143,262143
4352,4590,89298,111758,262143,262143,262143,262143
4356,4584,89384,112067,262143,262143,262143,262143
4354,4565,89416,111942,262143,262143,262143,262143
4336,4578,89274,111507,262143,262143,262143,262143
4353,4577,89275,111636,262143,262143,262143,262143
4349,4592,89280,111680,262143,262143,262143,262143
4351,4588,89309,111759,262143,262143,262143,262143
4339,4550,89314,111839,262143,262143,262143,262143
4358,4548,89331,111620,262143,262143,262143,262143
4333,4564,89243,111676,262143,262143,262143,262143
4357,4566,89300,111775,262143,262143,262143,262143
4343,4572,89322,111865,262143,262143,262143,262143
4343,4541,89353,112021,262143,262143,262143,262143
4344,4542,89390,112105,262143,262143,262143,262143
4356,4540,89404,111907,262143,262143,262143,262143
4358,4567,89349,112081,262143,262143,262143,262143
4356,4538,89430,112148,262143,262143,262143,262143
4348,4540,89414,112148,262143,262143,262143,262143
4343,4532,89425,112157,262143,262143,262143,262143
4353,4527,89428,112098,262143,262143,262143,262143
4352,4543,89346,111890,262143,262143,262143,262143
4353,4512,89378,111952,262143,262143,262143,262143
4333,4526,89367,111892,262143,262143,262143,262143
4341,4515,89352,111889,262143,262143,262143,262143
4355,4548,89364,111940,262143,262143,262143,262143
4353,4557,89315,111607,262143,262143,262143,262143
4343,4538,89245,111669,262143,262143,262143,262143
4341,4539,89294,111667,262143,262143,262143,262143
4354,4546,89305,111770,262143,262143,262143,262143
4355,4542,89315,111831,262143,262143,262143,262143
4357,4547,89337,111625,262143,262143,262143,262143
4350,4522,89200,111467,262143,262143,262143,262143
4345,4525,89255,111632,262143,262143,262143,262143
4355,4532,89273,111685,262143,262143,262143,262143
4350,4547,89302,111709,262143,262143,262143,262143
4365,4517,89313,111779,262143,262143,262143,262143
4331,4510,89277,111492,262143,262143,262143,262143
4346,4512,89225,111623,262143,262143,262143,262143
4338,4516,89281,111720,262143,262143,262143,262143
4348,4527,89284,111813,262143,262143,262143,262143
4365,4527,89323,111914,262143,262143,262143,262143
4365,4501,89356,111961,262143,262143,262143,262143
4365,4508,89299,111896,262143,262143,262143,262143
4334,4503,89345,111978,262143,262143,262143,262143
4351,4518,89342,111914,262143,262143,262143,262143
4370,4524,89349,111921,262143,262143,262143,262143
4360,4528,89358,111896,262143,262143,262143,262143
4360,4509,89265,111523,262143,262143,262143,262143
4356,4508,89250,111556,262143,262143,262143,262143
4368,4519,89236,111525,262143,262143,262143,262143
4347,4525,89253,111564,262143,262143,262143,262143
4376,4526,89240,111624,262143,262143,262143,262143
4373,4537,89223,111198,262143,262143,262143,262143
4373,4502,89154,111275,262143,262143,262143,262143
4362,4520,89179,111337,262143,262143,262143,262143
4353,4533,89202,111457,262143,262143,262143,262143
4370,4523,89226,111548,262143,262143,262143,262143
4363,4540,89247,111258,262143,262143,262143,262143
4382,4538,89115,111115,262143,262143,262143,262143
4375,4522,89140,111201,262143,262143,262143,262143
4362,4515,89156,111275,262143,262143,262143,262143
4377,4541,89174,111536,262143,262143,262143,262143
4377,4544,89258,111596,262143,262143,262143,262143
4381,4556,89192,111109,262143,262143,262143,262143
4384,4553,89115,111318,262143,262143,262143,262143
4384,4532,89181,111483,262143,262143,262143,262143
4368,4523,89206,111640,262143,262143,262143,262143
4363,4531,89239,111862,262143,262143,262143,262143
4364,4541,89324,111948,262143,262143,262143,262143
4388,4548,89279,111729,262143,262143,262143,262143
4381,4557,89342,111926,262143,262143,262143,262143
4359,4532,89370,111998,262143,262143,262143,262143
4378,4533,89381,111999,262143,262143,262143,262143
4355,4522,89381,111973,262143,262143,262143,262143
4370,4536,89287,111451,262143,262143,262143,262143
4380,4542,89241,111551,262143,262143,262143,262143
4374,4560,89261,111562,262143,262143,262143,262143
4373,4501,89294,111801,262143,262143,262143,262143
4381,4515,89400,112145,262143,262143,262143,262143
4374,4527,89391,111588,262143,262143,262143,262143
4358,4535,89263,111569,262143,262143,262143,262143
4372,4558,89272,111618,262143,262143,262143,262143
4369,4513,89287,111732,262143,262143,262143,262143
4361,4513,89328,111930,262143,262143,262143,262143
4380,4515,89415,112052,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4377,4530,89332,111748,262143,262143,262143,262143
4385,4529,89315,111773,262143,262143,262143,262143
4357,4489,89356,111969,262143,262143,262143,262143
4356,4496,89399,112062,262143,262143,262143,262143
4354,4504,89382,111795,262143,262143,262143,262143
4364,4522,89357,112021,262143,262143,262143,262143
4367,4528,89393,112118,262143,262143,262143,262143
4378,4477,89444,112293,262143,262143,262143,262143
4357,4509,89506,112372,262143,262143,262143,262143
4370,4493,89494,112190,262143,262143,262143,262143
4356,4509,89471,112307,262143,262143,262143,262143
4376,4517,89464,112164,262143,262143,262143,262143
4377,4501,89451,112148,262143,262143,262143,262143
4369,4480,89434,112166,262143,262143,262143,262143
4346,4500,89369,111696,262143,262143,262143,262143
4357,4511,89300,111737,262143,262143,262143,262143
4371,4509,89335,111768,262143,262143,262143,262143
4373,4517,89351,111857,262143,262143,262143,262143
4358,4495,89378,111929,262143,262143,262143,262143
4382,4504,89331,111521,262143,262143,262143,262143
4365,4507,89272,111635,262143,262143,262143,262143
4354,4507,89317,111757,262143,262143,262143,262143
4382,4540,89332,111863,262143,262143,262143,262143
4378,4489,89350,111914,262143,262143,262143,262143
4365,4499,89372,111812,262143,262143,262143,262143
4371,4508,89258,111744,262143,262143,262143,262143
4377,4519,89320,111839,262143,262143,262143,262143
4379,4528,89329,111845,262143,262143,262143,262143
4387,4501,89355,111940,262143,262143,262143,262143
4370,4501,89380,112114,262143,262143,262143,262143
4368,4503,89434,111921,262143,262143,262143,262143
4379,4517,89356,112001,262143,262143,262143,262143
4384,4499,89314,111263,262143,262143,262143,262143
4368,4486,89232,112348,262143,262143,262143,262143
4380,4482,90100,113917,262143,262143,262143,262143
4351,4489,90919,115126,262143,262143,262143,262143
4377,4507,91453,115073,262143,262143,262143,262143
4378,4477,91243,114416,262143,262143,262143,262143
4354,4475,90950,114096,262143,262143,262143,262143
4363,4480,90804,113878,262143,262143,262143,262143
4375,4476,90605,113274,262143,262143,262143,262143
4382,4516,90874,114084,262143,262143,262143,262143
4371,4466,90858,114096,262143,262143,262143,262143
4343,4465,90892,114178,262143,262143,262143,262143
4364,4483,90942,114543,262143,262143,262143,262143
4365,4495,91166,114388,262143,262143,262143,262143
4370,4489,90945,113992,262143,262143,262143,262143
4362,4500,90818,113784,262143,262143,262143,262143
4368,4467,90771,113866,262143,262143,262143,262143
4349,4488,90774,113810,262143,262143,262143,262143
4368,4487,90710,113763,262143,262143,262143,262143
4367,4502,90608,113462,262143,262143,262143,262143
4368,4501,90618,113595,262143,262143,262143,262143
4371,4506,90596,113541,262143,262143,262143,262143
4371,4486,90561,113448,262143,262143,262143,262143
4369,4495,90499,113381,262143,262143,262143,262143
4379,4490,90400,112869,262143,262143,262143,262143
4387,4494,90337,112868,262143,262143,262143,262143
4376,4505,90273,112684,262143,262143,262143,262143
4371,4474,90235,112702,262143,262143,262143,262143
4375,4496,90238,112769,262143,262143,262143,262143
4374,4485,90155,112325,262143,262143,262143,262143
4378,4501,90099,112371,262143,262143,262143,262143
4379,4520,90114,112475,262143,262143,262143,262143
4384,4501,90098,112365,262143,262143,262143,262143
4376,4489,90037,112183,262143,262143,262143,262143
4379,4496,89928,111900,262143,262143,262143,262143
4356,4513,89907,111952,262143,262143,262143,262143
4383,4525,89895,111951,262143,262143,262143,262143
4383,4513,89897,111993,262143,262143,262143,262143
4389,4516,89905,111991,262143,262143,262143,262143
4375,4483,89826,111706,262143,262143,262143,262143
4380,4509,89801,111789,262143,262143,262143,262143
4377,4507,89814,111753,262143,262143,262143,262143
4385,4526,89797,111761,262143,262143,262143,262143
4385,4518,89816,111874,262143,262143,262143,262143
4381,4488,89826,111657,262143,262143,262143,262143
4371,4499,89736,111594,262143,262143,262143,262143
4381,4508,89748,111663,262143,262143,262143,262143
4387,4508,89762,111791,262143,262143,262143,262143
4394,4532,89801,111940,262143,262143,262143,262143
4391,4481,89838,111996,262143,262143,262143,262143
4375,4504,89768,111609,262143,262143,262143,262143
4372,4513,89760,111791,262143,262143,262143,262143
4375,4523,89757,111767,262143,262143,262143,262143
4386,4506,89787,111842,262143,262143,262143,262143
4404,4493,89798,111875,262143,262143,262143,262143
4377,4476,89764,111564,262143,262143,262143,262143
4379,4490,89728,111711,262143,262143,262143,262143
4382,4513,89747,111810,262143,262143,262143,262143
4377,4493,89842,112312,262143,262143,262143,262143
4392,4522,89948,112305,262143,262143,262143,262143
4384,4475,89833,111666,262143,262143,262143,262143
4359,4506,89745,111693,262143,262143,262143,262143
4381,4495,89767,111719,262143,262143,262143,262143
4376,4510,89754,111756,262143,262143,262143,262143
4391,4508,89759,111798,262143,262143,262143,262143
4383,4480,89752,111452,262143,262143,262143,262143
4370,4479,89659,111446,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4389,4482,89707,111676,262143,262143,262143,262143
4360,4505,89714,111722,262143,262143,262143,262143
4393,4468,89754,111651,262143,262143,262143,262143
4362,4474,89644,111484,262143,262143,262143,262143
4373,4489,89666,111577,262143,262143,262143,262143
4369,4489,89665,111599,262143,262143,262143,262143
4370,4488,89661,111624,262143,262143,262143,262143
4386,4482,89668,111776,262143,262143,262143,262143
4371,4470,89709,111552,262143,262143,262143,262143
4366,4483,89657,111709,262143,262143,262143,262143
4373,4480,89680,111622,262143,262143,262143,262143
4370,4482,89660,111709,262143,262143,262143,262143
4387,4495,89675,111788,262143,262143,262143,262143
4381,4479,89712,111656,262143,262143,262143,262143
4383,4473,89618,111567,262143,262143,262143,262143
4385,4538,89655,111625,262143,262143,262143,262143
4395,4581,89654,111703,262143,262143,262143,262143
4415,4592,89689,111760,262143,262143,262143,262143
4413,4598,89700,111822,262143,262143,262143,262143
4414,4534,89626,111340,262143,262143,262143,262143
4403,4548,89551,111296,262143,262143,262143,262143
4394,4531,89555,111387,262143,262143,262143,262143
4404,4548,89586,111555,262143,262143,262143,262143
4402,4563,89618,111795,262143,262143,262143,262143
4404,4572,89662,111470,262143,262143,262143,262143
4406,4541,89576,111491,262143,262143,262143,262143
4400,4548,89588,111437,262143,262143,262143,262143
4411,4549,89579,111485,262143,262143,262143,262143
4409,4569,89591,111543,262143,262143,262143,262143
4412,4579,89595,111451,262143,262143,262143,262143
4409,4554,89533,111407,262143,262143,262143,262143
4374,4525,89574,111494,262143,262143,262143,262143
4396,4562,89583,111491,262143,262143,262143,262143
4400,4560,89588,111543,262143,262143,262143,262143
4398,4589,89585,111631,262143,262143,262143,262143
4429,4594,89575,111385,262143,262143,262143,262143
4398,4532,89586,111610,262143,262143,262143,262143
4388,4507,89585,111513,262143,262143,262143,262143
4395,4519,89584,111613,262143,262143,262143,262143
4391,4518,89617,111650,262143,262143,262143,262143
4378,4554,89569,111260,262143,262143,262143,262143
4414,4637,89517,111356,262143,262143,262143,262143
4425,4578,89517,111325,262143,262143,262143,262143
4420,4589,89532,111388,262143,262143,262143,262143
4417,4603,89523,111376,262143,262143,262143,262143
4417,4612,89493,111098,262143,262143,262143,262143
4429,4623,89443,111175,262143,262143,262143,262143
4432,4616,89462,111095,262143,262143,262143,262143
4423,4607,89461,111164,262143,262143,262143,262143
4428,4594,89477,111247,262143,262143,262143,262143
4430,4619,89440,110941,262143,262143,262143,262143
4429,4639,89403,110995,262143,262143,262143,262143
4431,4648,89383,110989,262143,262143,262143,262143
4418,4635,89399,111005,262143,262143,262143,262143
4423,4649,89388,111072,262143,262143,262143,262143
4438,4627,89414,110877,262143,262143,262143,262143
4425,4647,89311,110788,262143,262143,262143,262143
4437,4640,89303,110825,262143,262143,262143,262143
4417,4602,89302,111270,262143,262143,262143,262143
4412,4611,89460,111470,262143,262143,262143,262143
4424,4624,89488,111455,262143,262143,262143,262143
4429,4639,89423,111071,262143,262143,262143,262143
4430,4611,89376,111087,262143,262143,262143,262143
4408,4610,89373,111086,262143,262143,262143,262143
4421,4617,89383,111157,262143,262143,262143,262143
4416,4638,89416,111217,262143,262143,262143,262143
4433,4631,89392,110904,262143,262143,262143,262143
4415,4618,89334,111005,262143,262143,262143,262143
4414,4605,89345,110936,262143,262143,262143,262143
4406,4604,89352,110954,262143,262143,262143,262143
4420,4612,89329,110952,262143,262143,262143,262143
4407,4606,89347,110835,262143,262143,262143,262143
4416,4580,89236,110774,262143,262143,262143,262143
4399,4617,89284,110843,262143,262143,262143,262143
4422,4600,89283,110848,262143,262143,262143,262143
4414,4611,89298,110817,262143,262143,262143,262143
4413,4590,89285,110886,262143,262143,262143,262143
4399,4582,89235,110594,262143,262143,262143,262143
4416,4591,89200,110722,262143,262143,262143,262143
4402,4605,89208,110722,262143,262143,262143,262143
4409,4611,89234,110761,262143,262143,262143,262143
4413,4605,89233,110739,262143,262143,262143,262143
4413,4584,89234,110685,262143,262143,262143,262143
4415,4593,89148,110592,262143,262143,262143,262143
4413,4607,89158,110643,262143,262143,262143,262143
4394,4620,89175,110694,262143,262143,262143,262143
4414,4594,89182,110794,262143,262143,262143,262143
4407,4606,89227,110914,262143,262143,262143,262143
4410,4594,89180,110736,262143,262143,262143,262143
4412,4600,89181,110869,262143,262143,262143,262143
4428,4627,89208,110809,262143,262143,262143,262143
4407,4586,89196,110852,262143,262143,262143,262143
4418,4600,89223,110896,262143,262143,262143,262143
4408,4607,89199,110598,262143,262143,262143,262143
4413,4612,89156,110709,262143,262143,262143,262143
4417,4622,89165,110701,262143,262143,262143,262143
4414,4595,89180,110755,262143,262143,262143,262143
4416,4604,89191,110889,262143,262143,262143,262143
4426,4604,89175,110633,262143,262143,262143,262143
4318,4689,77915,112464,82357,147887,82400,147848
4409,4619,89146,110568,262143,262143,262143,262143
4425,4606,89143,110584,262143,262143,262143,262143
4428,4599,89143,110625,262143,262143,262143,262143
4410,4586,89107,110390,262143,262143,262143,262143
4418,4588,89064,110422,262143,262143,262143,262143
4411,4603,89076,110424,262143,262143,262143,262143
4400,4604,89060,110518,262143,262143,262143,262143
4418,4588,89084,110563,262143,262143,262143,262143
4414,4584,89087,110331,262143,262143,262143,262143
4414,4597,89004,110300,262143,262143,262143,262143
4407,4605,89024,110365,262143,262143,262143,262143
4423,4617,89023,110437,262143,262143,262143,262143
4411,4623,89047,110491,262143,262143,262143,262143
4413,4578,89072,110503,262143,262143,262143,262143
4405,4590,89022,110375,262143,262143,262143,262143
4427,4593,89037,110289,262143,262143,262143,262143
4413,4609,89022,110261,262143,262143,262143,262143
4429,4608,89019,110316,262143,262143,262143,262143
4421,4581,89046,110303,262143,262143,262143,262143
4407,4592,88961,110130,262143,262143,262143,262143
4412,4591,88958,110120,262143,262143,262143,262143
4420,4609,88939,110086,262143,262143,262143,262143
4421,4606,88932,110135,262143,262143,262143,262143
4431,4578,88940,110133,262143,262143,262143,262143
4420,4587,88855,109977,262143,262143,262143,262143
4413,4583,88839,110115,262143,262143,262143,262143
4418,4582,88861,110404,262143,262143,262143,262143
4418,4621,88939,110563,262143,262143,262143,262143
4421,4565,88994,110778,262143,262143,262143,262143
4409,4579,88954,110364,262143,262143,262143,262143
4421,4575,88933,110459,262143,262143,262143,262143
4408,4586,88939,110464,262143,262143,262143,262143
4427,4604,88971,110633,262143,262143,262143,262143
4408,4604,89002,110702,262143,262143,262143,262143
4429,4564,89016,110399,262143,262143,262143,262143
4389,4579,88922,110482,262143,262143,262143,262143
4406,4558,88955,110610,262143,262143,262143,262143
4418,4581,88978,110801,262143,262143,262143,262143
4413,4579,89055,111022,262143,262143,262143,262143
4414,4590,89098,110936,262143,262143,262143,262143
4411,4548,88987,110751,262143,262143,262143,262143
4399,4564,89016,110750,262143,262143,262143,262143
4418,4582,89032,110886,262143,262143,262143,262143
4413,4588,89058,110961,262143,262143,262143,262143
4424,4600,89088,110645,262143,262143,262143,262143
4417,4591,88934,110516,262143,262143,262143,262143
4406,4576,88978,110547,262143,262143,262143,262143
4412,4562,88975,110625,262143,262143,262143,262143
4427,4564,89007,110772,262143,262143,262143,262143
4408,4572,89024,110564,262143,262143,262143,262143
4419,4600,88924,110478,262143,262143,262143,262143
4414,4589,88937,110488,262143,262143,262143,262143
4401,4565,88947,110525,262143,262143,262143,262143
4412,4557,88961,110626,262143,262143,262143,262143
4406,4573,88988,110509,262143,262143,262143,262143
4417,4602,88883,110366,262143,262143,262143,262143
4413,4597,88920,110432,262143,262143,262143,262143
4426,4574,88903,110477,262143,262143,262143,262143
4409,4574,88942,110651,262143,262143,262143,262143
4415,4569,88963,110714,262143,262143,262143,262143
4411,4596,88896,110451,262143,262143,262143,262143
